"num_item_id","definition","type","category","8","9","10","11","12","13","14","15","16","17","18"
240,"rain","word","outside",0.09,0.03,0.02,0.09,0.05,0.12,0.18,0.3,0.31,0.42,0.6
241,"rock","word","outside",0,0,0.03,0.03,0.08,0.15,0.18,0.37,0.44,0.55,0.63
242,"school","word","outside",0.03,0.02,0.04,0.05,0.06,0.09,0.09,0.16,0.18,0.28,0.3
243,"shovel","word","outside",0,0,0,0.01,0.05,0.07,0.06,0.18,0.23,0.29,0.23
244,"sky","word","outside",0.03,0.02,0.03,0.07,0.08,0.13,0.12,0.21,0.33,0.34,0.49
245,"slide (object)","word","outside",0,0.03,0.01,0.05,0.12,0.25,0.26,0.34,0.61,0.63,0.77
246,"snow","word","outside",0,0.01,0.02,0.01,0.03,0.06,0.04,0.07,0.14,0.04,0.12
247,"star","word","outside",0,0,0.01,0,0.04,0.1,0.07,0.12,0.29,0.29,0.42
248,"store","word","outside",0.06,0.05,0.06,0.13,0.14,0.2,0.18,0.37,0.43,0.55,0.62
249,"sun","word","outside",0.06,0.04,0.02,0.06,0.05,0.11,0.15,0.17,0.35,0.31,0.45
250,"swing (object)","word","outside",0.2,0.12,0.09,0.21,0.27,0.4,0.33,0.43,0.66,0.67,0.75
251,"tree","word","outside",0.03,0.07,0.03,0.13,0.18,0.33,0.32,0.4,0.61,0.63,0.74
252,"water (not beverage)","word","outside",0.11,0.17,0.17,0.36,0.37,0.47,0.53,0.64,0.74,0.79,0.81
253,"work (place)","word","outside",0.06,0.03,0.03,0.07,0.07,0.11,0.12,0.21,0.28,0.33,0.48
254,"zoo","word","outside",0,0,0.01,0.01,0.04,0.03,0.05,0.13,0.14,0.16,0.31
255,"aunt","word","people",0.17,0.12,0.16,0.18,0.21,0.19,0.26,0.31,0.29,0.35,0.33
256,"baby","word","people",0.31,0.29,0.35,0.5,0.59,0.66,0.68,0.82,0.85,0.93,0.93
257,"babysitter","word","people",0.03,0.04,0.05,0.05,0.1,0.07,0.11,0.12,0.12,0.15,0.17
258,"babysitter's name","word","people",0.06,0.15,0.15,0.15,0.22,0.32,0.25,0.26,0.46,0.37,0.36
259,"boy","word","people",0.03,0.05,0.01,0.1,0.06,0.14,0.18,0.31,0.34,0.24,0.37
260,"brother","word","people",0.26,0.24,0.22,0.28,0.31,0.17,0.31,0.31,0.2,0.27,0.29
261,"child","word","people",0,0.02,0.02,0.07,0.07,0.05,0.05,0.1,0.12,0.06,0.19
262,"daddy*","word","people",0.89,0.87,0.9,0.91,0.95,0.96,0.92,0.95,0.98,0.96,0.99
263,"girl","word","people",0.06,0.06,0.02,0.12,0.06,0.14,0.18,0.22,0.31,0.21,0.33
264,"grandma*","word","people",0.43,0.41,0.52,0.51,0.56,0.66,0.72,0.65,0.79,0.82,0.82
265,"grandpa*","word","people",0.31,0.27,0.35,0.45,0.44,0.55,0.57,0.54,0.67,0.72,0.71
266,"lady","word","people",0,0,0.03,0.06,0.05,0.06,0.08,0.19,0.18,0.1,0.18
267,"man","word","people",0,0,0.02,0.06,0.06,0.08,0.08,0.22,0.22,0.16,0.25
268,"mommy*","word","people",0.91,0.88,0.9,0.95,0.97,0.98,0.95,0.98,0.99,1,0.98
269,"child's own name","word","people",0.57,0.7,0.71,0.8,0.78,0.9,0.83,0.85,0.93,0.94,0.98
270,"people","word","people",0.03,0.03,0.02,0.09,0.06,0.09,0.09,0.18,0.22,0.21,0.31
271,"person","word","people",0.06,0,0.04,0.03,0.05,0.03,0.05,0.1,0.1,0.11,0.18
272,"sister","word","people",0.2,0.24,0.25,0.29,0.23,0.19,0.24,0.32,0.2,0.29,0.24
273,"teacher","word","people",0.03,0.01,0.01,0.02,0.06,0.03,0.04,0.08,0.07,0.07,0.14
274,"uncle","word","people",0.14,0.06,0.1,0.12,0.17,0.13,0.2,0.2,0.23,0.26,0.31
275,"bath","word","games_routines",0.46,0.52,0.55,0.72,0.76,0.85,0.88,0.89,0.98,0.98,0.98
276,"breakfast","word","games_routines",0.2,0.22,0.23,0.39,0.36,0.47,0.45,0.58,0.73,0.79,0.77
277,"bye","word","games_routines",0.54,0.67,0.81,0.89,0.94,0.96,0.93,0.93,0.99,1,0.99
278,"dinner","word","games_routines",0.09,0.17,0.19,0.28,0.28,0.41,0.38,0.48,0.65,0.67,0.75
279,"don't","word","games_routines",0.17,0.27,0.39,0.48,0.55,0.61,0.67,0.66,0.82,0.82,0.79
280,"hello","word","games_routines",0.23,0.17,0.34,0.31,0.43,0.57,0.56,0.61,0.77,0.67,0.82
281,"hi","word","games_routines",0.46,0.47,0.59,0.65,0.79,0.81,0.78,0.83,0.94,0.93,0.95
282,"lunch","word","games_routines",0.11,0.15,0.15,0.32,0.29,0.39,0.37,0.5,0.67,0.75,0.74
283,"nap","word","games_routines",0.11,0.2,0.24,0.38,0.41,0.56,0.57,0.64,0.8,0.85,0.94
284,"night night","word","games_routines",0.31,0.48,0.48,0.51,0.7,0.75,0.75,0.82,0.92,0.89,0.94
285,"no","word","games_routines",0.49,0.69,0.76,0.88,0.9,0.96,0.92,0.94,0.98,0.99,0.96
286,"pattycake","word","games_routines",0.29,0.45,0.49,0.52,0.64,0.68,0.62,0.69,0.75,0.74,0.65
287,"peekaboo","word","games_routines",0.6,0.65,0.73,0.79,0.82,0.92,0.9,0.88,0.97,0.98,0.94
288,"please","word","games_routines",0.03,0.09,0.05,0.12,0.17,0.27,0.33,0.4,0.59,0.65,0.69
289,"shh/shush/hush","word","games_routines",0.29,0.23,0.26,0.29,0.39,0.47,0.53,0.56,0.7,0.73,0.77
290,"thank you","word","games_routines",0.06,0.15,0.17,0.31,0.43,0.56,0.55,0.66,0.77,0.69,0.82
291,"wait","word","games_routines",0.06,0.06,0.11,0.14,0.21,0.26,0.32,0.39,0.56,0.56,0.55
292,"wanna/want to","word","games_routines",0.06,0.06,0.09,0.13,0.21,0.29,0.27,0.41,0.55,0.49,0.56
293,"yes","word","games_routines",0.14,0.2,0.26,0.39,0.54,0.62,0.72,0.74,0.87,0.89,0.93
294,"bite","word","action_words",0.06,0.18,0.31,0.35,0.37,0.52,0.61,0.6,0.74,0.78,0.82
295,"blow","word","action_words",0.03,0.06,0.05,0.14,0.26,0.34,0.44,0.52,0.69,0.74,0.82
296,"break","word","action_words",0,0,0,0.01,0.03,0.03,0.06,0.17,0.21,0.26,0.33
297,"bring","word","action_words",0.03,0.03,0.07,0.19,0.33,0.51,0.53,0.63,0.78,0.74,0.82
298,"bump","word","action_words",0,0.07,0.06,0.04,0.1,0.14,0.17,0.28,0.33,0.35,0.45
299,"clean (action)","word","action_words",0,0.07,0.05,0.12,0.14,0.21,0.25,0.35,0.51,0.52,0.64
300,"close","word","action_words",0.03,0.03,0.03,0.16,0.27,0.44,0.38,0.56,0.73,0.7,0.75
301,"cry","word","action_words",0.06,0.13,0.16,0.26,0.27,0.31,0.45,0.51,0.55,0.63,0.69
302,"dance","word","action_words",0.17,0.14,0.16,0.34,0.5,0.62,0.61,0.69,0.86,0.91,0.9
303,"draw","word","action_words",0,0,0,0.01,0.06,0.09,0.07,0.26,0.37,0.37,0.55
304,"drink (action)","word","action_words",0.17,0.26,0.3,0.48,0.59,0.67,0.72,0.79,0.89,0.91,0.93
305,"drive","word","action_words",0,0,0.02,0.09,0.11,0.15,0.19,0.3,0.38,0.45,0.61
306,"eat","word","action_words",0.34,0.32,0.41,0.47,0.64,0.64,0.69,0.78,0.89,0.91,0.92
307,"fall","word","action_words",0.03,0.1,0.1,0.13,0.1,0.24,0.35,0.36,0.5,0.56,0.68
308,"feed","word","action_words",0.03,0.06,0.05,0.12,0.12,0.14,0.18,0.3,0.38,0.34,0.48
309,"finish","word","action_words",0.03,0.04,0.05,0.05,0.1,0.11,0.16,0.17,0.25,0.29,0.32
310,"get","word","action_words",0.14,0.03,0.1,0.23,0.31,0.55,0.51,0.62,0.82,0.79,0.85
311,"give","word","action_words",0.06,0.09,0.17,0.43,0.44,0.65,0.61,0.71,0.87,0.82,0.87
312,"go","word","action_words",0.09,0.11,0.18,0.29,0.37,0.54,0.61,0.75,0.83,0.84,0.93
313,"help","word","action_words",0,0.01,0.01,0.04,0.08,0.15,0.18,0.37,0.44,0.46,0.58
314,"hit","word","action_words",0,0.06,0.13,0.13,0.2,0.25,0.32,0.47,0.58,0.61,0.71
315,"hug","word","action_words",0.17,0.19,0.28,0.4,0.53,0.66,0.67,0.78,0.91,0.87,0.96
316,"hurry","word","action_words",0,0,0,0.02,0.06,0.08,0.17,0.21,0.26,0.24,0.35
317,"jump","word","action_words",0.11,0.05,0.05,0.04,0.06,0.12,0.18,0.31,0.42,0.53,0.63
318,"kick","word","action_words",0.03,0.03,0.03,0.04,0.16,0.16,0.18,0.4,0.46,0.54,0.61
319,"kiss","word","action_words",0.26,0.31,0.52,0.59,0.67,0.79,0.77,0.87,0.96,0.93,0.98
320,"look","word","action_words",0.17,0.19,0.29,0.38,0.4,0.62,0.63,0.67,0.81,0.81,0.8
321,"love","word","action_words",0.17,0.1,0.22,0.21,0.22,0.35,0.38,0.5,0.56,0.62,0.67
322,"open","word","action_words",0.06,0.03,0.08,0.21,0.29,0.48,0.43,0.61,0.76,0.79,0.85
323,"play","word","action_words",0.14,0.14,0.14,0.22,0.27,0.34,0.42,0.49,0.6,0.67,0.69
324,"pull","word","action_words",0,0.02,0.03,0.06,0.11,0.15,0.19,0.29,0.38,0.42,0.49
325,"push","word","action_words",0,0.02,0.05,0.1,0.2,0.27,0.23,0.4,0.52,0.6,0.6
326,"put","word","action_words",0.06,0.02,0.02,0.07,0.13,0.25,0.29,0.45,0.55,0.51,0.55
327,"read","word","action_words",0.06,0.05,0.06,0.14,0.24,0.41,0.35,0.47,0.74,0.74,0.79
328,"ride","word","action_words",0.03,0.02,0.05,0.14,0.17,0.28,0.32,0.45,0.57,0.6,0.63
329,"run","word","action_words",0.03,0.02,0.01,0.03,0.06,0.12,0.18,0.32,0.47,0.54,0.73
330,"say","word","action_words",0.09,0.04,0.05,0.09,0.11,0.25,0.25,0.36,0.49,0.52,0.58
331,"see","word","action_words",0.11,0.15,0.18,0.2,0.24,0.33,0.38,0.56,0.59,0.62,0.65
332,"show","word","action_words",0,0.03,0.03,0.05,0.17,0.26,0.34,0.39,0.57,0.57,0.6
333,"sing","word","action_words",0.06,0.11,0.1,0.16,0.2,0.3,0.34,0.42,0.51,0.52,0.65
334,"sleep","word","action_words",0.11,0.14,0.17,0.26,0.24,0.39,0.4,0.6,0.69,0.72,0.8
335,"smile","word","action_words",0.14,0.19,0.22,0.27,0.27,0.26,0.33,0.45,0.42,0.47,0.54
336,"splash","word","action_words",0.14,0.23,0.12,0.28,0.27,0.42,0.46,0.4,0.66,0.73,0.74
337,"stop","word","action_words",0.11,0.13,0.23,0.22,0.39,0.45,0.51,0.6,0.75,0.75,0.82
338,"swim","word","action_words",0.03,0.06,0.01,0.09,0.13,0.13,0.12,0.19,0.27,0.33,0.31
339,"swing (action)","word","action_words",0.09,0.06,0.08,0.15,0.17,0.33,0.29,0.34,0.62,0.6,0.65
340,"take","word","action_words",0,0.03,0.01,0.05,0.08,0.14,0.15,0.37,0.38,0.39,0.46
341,"throw","word","action_words",0.03,0.09,0.08,0.16,0.32,0.51,0.5,0.6,0.8,0.87,0.89
342,"tickle","word","action_words",0.2,0.14,0.21,0.31,0.33,0.43,0.42,0.45,0.67,0.75,0.77
343,"touch","word","action_words",0.06,0.07,0.1,0.2,0.19,0.28,0.31,0.46,0.53,0.69,0.67
344,"watch (action)","word","action_words",0.03,0.04,0.05,0.1,0.1,0.17,0.24,0.38,0.39,0.44,0.48
345,"walk","word","action_words",0.17,0.13,0.14,0.31,0.41,0.49,0.52,0.6,0.69,0.71,0.8
346,"wash","word","action_words",0.09,0.1,0.12,0.17,0.22,0.33,0.38,0.46,0.62,0.65,0.74
347,"wipe","word","action_words",0.09,0.03,0.12,0.11,0.15,0.23,0.3,0.34,0.53,0.57,0.64
348,"write","word","action_words",0,0,0,0.01,0.04,0.05,0.11,0.2,0.21,0.28,0.37
349,"day","word","time_words",0.03,0.01,0.03,0.05,0.03,0.05,0.06,0.1,0.14,0.1,0.26
350,"later","word","time_words",0,0.01,0.03,0,0.03,0.05,0.05,0.09,0.16,0.19,0.31
351,"morning","word","time_words",0.03,0.06,0.06,0.04,0.06,0.07,0.06,0.14,0.17,0.12,0.31
352,"night","word","time_words",0.03,0.1,0.11,0.1,0.09,0.14,0.16,0.24,0.32,0.31,0.45
353,"now","word","time_words",0.06,0.05,0.04,0.02,0.07,0.08,0.12,0.21,0.22,0.28,0.46
354,"today","word","time_words",0.03,0.02,0.01,0.01,0.02,0.01,0.02,0.05,0.05,0.03,0.14
355,"tomorrow","word","time_words",0.03,0,0,0.01,0.03,0.01,0.01,0.06,0.04,0.04,0.08
356,"tonight","word","time_words",0.06,0,0.03,0.02,0.03,0.01,0.05,0.07,0.05,0.04,0.12
357,"all gone","word","descriptive_words",0.29,0.36,0.54,0.64,0.66,0.75,0.81,0.86,0.92,0.92,0.96
358,"asleep","word","descriptive_words",0.06,0.09,0.09,0.1,0.15,0.21,0.2,0.35,0.47,0.51,0.57
359,"bad","word","descriptive_words",0.14,0.06,0.15,0.24,0.24,0.26,0.33,0.45,0.42,0.42,0.46
360,"big","word","descriptive_words",0,0.05,0.08,0.12,0.1,0.2,0.26,0.31,0.4,0.4,0.43
361,"blue","word","descriptive_words",0,0,0.01,0.01,0.03,0.04,0.02,0.12,0.15,0.09,0.25
362,"broken","word","descriptive_words",0,0,0.01,0.02,0.06,0.06,0.15,0.19,0.24,0.33,0.43
363,"careful","word","descriptive_words",0.03,0.09,0.18,0.24,0.29,0.48,0.49,0.5,0.71,0.64,0.7
364,"clean (description)","word","descriptive_words",0,0.05,0.03,0.1,0.12,0.15,0.2,0.24,0.41,0.4,0.56
365,"cold","word","descriptive_words",0.09,0.03,0.04,0.14,0.12,0.25,0.31,0.43,0.55,0.61,0.65
366,"cute","word","descriptive_words",0.06,0.09,0.1,0.12,0.16,0.13,0.15,0.25,0.26,0.25,0.39
367,"dark","word","descriptive_words",0.03,0.02,0.01,0.01,0.03,0.05,0.12,0.13,0.18,0.22,0.31
368,"dirty","word","descriptive_words",0.09,0.07,0.1,0.21,0.15,0.3,0.35,0.45,0.6,0.58,0.68
369,"dry (description)","word","descriptive_words",0,0.03,0.01,0.04,0.06,0.08,0.06,0.17,0.26,0.24,0.3
370,"empty","word","descriptive_words",0.06,0.07,0.08,0.1,0.15,0.23,0.28,0.3,0.43,0.39,0.54
371,"fast","word","descriptive_words",0,0.02,0,0.02,0.04,0.05,0.08,0.12,0.17,0.2,0.38
372,"fine","word","descriptive_words",0,0,0,0,0.03,0.01,0.01,0.03,0.04,0.06,0.11
373,"gentle","word","descriptive_words",0.09,0.09,0.08,0.15,0.22,0.37,0.31,0.4,0.59,0.46,0.69
374,"good","word","descriptive_words",0.14,0.16,0.26,0.33,0.31,0.45,0.45,0.61,0.65,0.65,0.62
375,"happy","word","descriptive_words",0.06,0.06,0.1,0.11,0.16,0.18,0.27,0.36,0.34,0.4,0.48
376,"hard","word","descriptive_words",0.03,0,0.01,0.02,0.03,0.04,0.03,0.11,0.14,0.11,0.15
377,"hot","word","descriptive_words",0.09,0.09,0.15,0.23,0.27,0.46,0.55,0.65,0.81,0.89,0.96
378,"hungry","word","descriptive_words",0.17,0.13,0.21,0.24,0.31,0.44,0.42,0.48,0.7,0.67,0.74
379,"hurt","word","descriptive_words",0.03,0.02,0.05,0.09,0.08,0.13,0.22,0.24,0.34,0.4,0.57
380,"little (description)","word","descriptive_words",0,0.04,0,0.04,0.04,0.07,0.11,0.19,0.22,0.21,0.26
381,"naughty","word","descriptive_words",0.03,0.01,0.04,0.09,0.07,0.07,0.1,0.15,0.12,0.12,0.19
382,"nice","word","descriptive_words",0.06,0.06,0.09,0.19,0.17,0.21,0.29,0.4,0.4,0.43,0.42
383,"old","word","descriptive_words",0,0,0,0,0.01,0.01,0.02,0.03,0.04,0.02,0.1
384,"pretty","word","descriptive_words",0,0.1,0.1,0.1,0.2,0.21,0.27,0.34,0.38,0.34,0.51
385,"red","word","descriptive_words",0,0,0,0.01,0.04,0.04,0.02,0.07,0.12,0.07,0.23
386,"scared","word","descriptive_words",0.03,0,0.01,0.02,0.03,0.03,0.04,0.12,0.1,0.13,0.15
387,"sick","word","descriptive_words",0.03,0.02,0.01,0.06,0.06,0.04,0.05,0.1,0.12,0.15,0.2
388,"sleepy","word","descriptive_words",0.14,0.17,0.25,0.23,0.24,0.39,0.38,0.43,0.59,0.61,0.63
389,"soft","word","descriptive_words",0.03,0.06,0.05,0.07,0.1,0.18,0.16,0.24,0.38,0.39,0.57
390,"thirsty","word","descriptive_words",0.06,0.09,0.11,0.19,0.2,0.33,0.35,0.37,0.55,0.57,0.63
391,"tired","word","descriptive_words",0.03,0.12,0.11,0.18,0.15,0.32,0.31,0.47,0.55,0.49,0.51
392,"wet","word","descriptive_words",0.11,0.14,0.1,0.13,0.16,0.25,0.29,0.36,0.51,0.51,0.57
393,"yucky","word","descriptive_words",0.17,0.1,0.19,0.23,0.27,0.43,0.51,0.5,0.64,0.65,0.8
394,"his","word","pronouns",0.03,0.02,0,0.01,0.03,0.03,0.08,0.12,0.12,0.1,0.24
395,"her","word","pronouns",0.03,0.02,0.01,0,0.04,0.05,0.11,0.12,0.13,0.13,0.23
396,"I","word","pronouns",0.06,0.01,0.04,0.02,0.03,0.09,0.1,0.2,0.26,0.26,0.33
397,"it","word","pronouns",0.06,0.03,0.03,0.05,0.06,0.09,0.13,0.19,0.24,0.31,0.33
398,"me","word","pronouns",0.06,0.02,0.05,0.1,0.12,0.18,0.23,0.33,0.4,0.42,0.63
399,"mine","word","pronouns",0.06,0.06,0.1,0.13,0.17,0.18,0.27,0.36,0.47,0.51,0.62
400,"my","word","pronouns",0.06,0.02,0.02,0.02,0.06,0.1,0.08,0.18,0.26,0.19,0.45
401,"that","word","pronouns",0,0.04,0.05,0.06,0.12,0.24,0.25,0.36,0.41,0.43,0.48
402,"this","word","pronouns",0,0.03,0.04,0.07,0.1,0.17,0.25,0.31,0.36,0.26,0.48
403,"you","word","pronouns",0.06,0.11,0.08,0.09,0.18,0.23,0.32,0.39,0.42,0.52,0.57
404,"your","word","pronouns",0.03,0.04,0.05,0.03,0.1,0.16,0.13,0.2,0.31,0.35,0.37
405,"how","word","question_words",0,0,0.01,0.02,0.04,0.03,0.05,0.07,0.09,0.09,0.18
406,"what","word","question_words",0.09,0.05,0.07,0.12,0.2,0.27,0.25,0.36,0.47,0.47,0.48
407,"when","word","question_words",0.03,0,0,0,0.01,0.01,0.02,0.02,0.04,0.04,0.08
408,"where","word","question_words",0.11,0.09,0.09,0.22,0.31,0.42,0.34,0.42,0.61,0.64,0.62
409,"who","word","question_words",0.09,0.05,0.05,0.06,0.15,0.18,0.17,0.24,0.38,0.38,0.43
410,"why","word","question_words",0.03,0,0.01,0,0.03,0.01,0.04,0.1,0.06,0.08,0.18
411,"away","word","locations",0.03,0.04,0.03,0.03,0.09,0.08,0.08,0.18,0.23,0.26,0.32
412,"back","word","locations",0.03,0.03,0.08,0.02,0.09,0.12,0.15,0.25,0.33,0.29,0.51
413,"down","word","locations",0.14,0.1,0.19,0.33,0.39,0.51,0.58,0.6,0.79,0.72,0.88
414,"in","word","locations",0.06,0.04,0.02,0.16,0.24,0.37,0.32,0.44,0.61,0.62,0.7
415,"inside","word","locations",0.03,0.03,0.02,0.11,0.13,0.21,0.26,0.31,0.47,0.54,0.57
416,"off","word","locations",0.03,0.09,0.08,0.17,0.25,0.35,0.35,0.5,0.65,0.73,0.8
417,"on","word","locations",0.03,0.07,0.05,0.14,0.23,0.33,0.29,0.45,0.63,0.67,0.77
418,"out","word","locations",0.06,0.07,0.06,0.2,0.25,0.33,0.38,0.44,0.61,0.66,0.79
419,"there","word","locations",0.09,0.06,0.03,0.06,0.16,0.22,0.24,0.35,0.44,0.44,0.48
420,"under","word","locations",0.03,0.02,0.02,0.06,0.14,0.17,0.2,0.27,0.4,0.47,0.55
421,"up","word","locations",0.09,0.2,0.19,0.3,0.38,0.51,0.52,0.57,0.74,0.67,0.85
422,"all","word","quantifiers",0.03,0.03,0.01,0.06,0.06,0.09,0.1,0.17,0.27,0.2,0.3
423,"another","word","quantifiers",0,0.03,0.01,0.03,0.1,0.1,0.15,0.17,0.28,0.29,0.35
424,"more","word","quantifiers",0.06,0.16,0.17,0.38,0.38,0.53,0.51,0.6,0.79,0.74,0.83
425,"none","word","quantifiers",0.03,0.01,0.01,0.04,0.08,0.05,0.12,0.13,0.18,0.15,0.29
426,"not","word","quantifiers",0.03,0.01,0.01,0.03,0.06,0.07,0.05,0.12,0.19,0.17,0.29
427,"other","word","quantifiers",0,0,0.01,0.01,0.03,0.04,0.05,0.12,0.15,0.12,0.21
428,"same","word","quantifiers",0,0,0,0.02,0.03,0.01,0.02,0.05,0.07,0.07,0.11
429,"some","word","quantifiers",0.03,0.04,0.02,0.05,0.09,0.12,0.18,0.22,0.28,0.26,0.3
430,"armshow","gestures_first",NA,0,0,0,0,0,0,0,0,0,0,0
431,"reachout","gestures_first",NA,0,0,0,0,0,0,0,0,0,0,0
432,"points","gestures_first",NA,0,0,0,0,0,0,0,0,0,0,0
433,"waves","gestures_first",NA,0,0,0,0,0,0,0,0,0,0,0
434,"pickup","gestures_first",NA,0,0,0,0,0,0,0,0,0,0,0
435,"shakhead","gestures_first",NA,0,0,0,0,0,0,0,0,0,0,0
436,"nodhead","gestures_first",NA,0,0,0,0,0,0,0,0,0,0,0
437,"showhush","gestures_first",NA,0,0,0,0,0,0,0,0,0,0,0
438,"request","gestures_first",NA,0,0,0,0,0,0,0,0,0,0,0
439,"blowkiss","gestures_first",NA,0,0,0,0,0,0,0,0,0,0,0
440,"smacklip","gestures_first",NA,0,0,0,0,0,0,0,0,0,0,0
441,"shrugs","gestures_first",NA,0,0,0,0,0,0,0,0,0,0,0
442,"playpeek","gestures_games",NA,0,0,0,0,0,0,0,0,0,0,0
443,"patycak2","gestures_games",NA,0,0,0,0,0,0,0,0,0,0,0
444,"sobig","gestures_games",NA,0,0,0,0,0,0,0,0,0,0,0
445,"chase","gestures_games",NA,0,0,0,0,0,0,0,0,0,0,0
446,"dosing","gestures_games",NA,0,0,0,0,0,0,0,0,0,0,0
447,"dodance","gestures_games",NA,0,0,0,0,0,0,0,0,0,0,0
448,"eatspoon","gestures_objects",NA,0,0,0,0,0,0,0,0,0,0,0
449,"drinkcup","gestures_objects",NA,0,0,0,0,0,0,0,0,0,0,0
450,"combhair","gestures_objects",NA,0,0,0,0,0,0,0,0,0,0,0
451,"bshteeth","gestures_objects",NA,0,0,0,0,0,0,0,0,0,0,0
452,"wipeface","gestures_objects",NA,0,0,0,0,0,0,0,0,0,0,0
453,"puthat","gestures_objects",NA,0,0,0,0,0,0,0,0,0,0,0
454,"putshoe","gestures_objects",NA,0,0,0,0,0,0,0,0,0,0,0
455,"putwatch","gestures_objects",NA,0,0,0,0,0,0,0,0,0,0,0
456,"ptdsleep","gestures_objects",NA,0,0,0,0,0,0,0,0,0,0,0
457,"blowhot","gestures_objects",NA,0,0,0,0,0,0,0,0,0,0,0
458,"flyplane","gestures_objects",NA,0,0,0,0,0,0,0,0,0,0,0
459,"ptndtele","gestures_objects",NA,0,0,0,0,0,0,0,0,0,0,0
460,"snifflow","gestures_objects",NA,0,0,0,0,0,0,0,0,0,0,0
461,"pushcar","gestures_objects",NA,0,0,0,0,0,0,0,0,0,0,0
462,"throwges","gestures_objects",NA,0,0,0,0,0,0,0,0,0,0,0
463,"ptndpour","gestures_objects",NA,0,0,0,0,0,0,0,0,0,0,0
464,"ptndstir","gestures_objects",NA,0,0,0,0,0,0,0,0,0,0,0
465,"putobed","gestures_parent",NA,0,0,0,0,0,0,0,0,0,0,0
466,"cover","gestures_parent",NA,0,0,0,0,0,0,0,0,0,0,0
467,"feedbotl","gestures_parent",NA,0,0,0,0,0,0,0,0,0,0,0
468,"feedspon","gestures_parent",NA,0,0,0,0,0,0,0,0,0,0,0
469,"brushit","gestures_parent",NA,0,0,0,0,0,0,0,0,0,0,0
470,"burbit","gestures_parent",NA,0,0,0,0,0,0,0,0,0,0,0
471,"pushit","gestures_parent",NA,0,0,0,0,0,0,0,0,0,0,0
472,"rockit","gestures_parent",NA,0,0,0,0,0,0,0,0,0,0,0
473,"kissit","gestures_parent",NA,0,0,0,0,0,0,0,0,0,0,0
474,"dressit","gestures_parent",NA,0,0,0,0,0,0,0,0,0,0,0
475,"wipeit","gestures_parent",NA,0,0,0,0,0,0,0,0,0,0,0
476,"talkit","gestures_parent",NA,0,0,0,0,0,0,0,0,0,0,0
477,"diaperit","gestures_parent",NA,0,0,0,0,0,0,0,0,0,0,0
478,"sweep","gestures_adult",NA,0,0,0,0,0,0,0,0,0,0,0
479,"putkey","gestures_adult",NA,0,0,0,0,0,0,0,0,0,0,0
480,"pound","gestures_adult",NA,0,0,0,0,0,0,0,0,0,0,0
481,"usesaw","gestures_adult",NA,0,0,0,0,0,0,0,0,0,0,0
482,"type","gestures_adult",NA,0,0,0,0,0,0,0,0,0,0,0
483,"ptndread","gestures_adult",NA,0,0,0,0,0,0,0,0,0,0,0
484,"dovacuum","gestures_adult",NA,0,0,0,0,0,0,0,0,0,0,0
485,"waterplt","gestures_adult",NA,0,0,0,0,0,0,0,0,0,0,0
486,"playmus","gestures_adult",NA,0,0,0,0,0,0,0,0,0,0,0
487,"ptnddriv","gestures_adult",NA,0,0,0,0,0,0,0,0,0,0,0
488,"washdish","gestures_adult",NA,0,0,0,0,0,0,0,0,0,0,0
489,"usecloth","gestures_adult",NA,0,0,0,0,0,0,0,0,0,0,0
490,"usepen","gestures_adult",NA,0,0,0,0,0,0,0,0,0,0,0
491,"dig","gestures_adult",NA,0,0,0,0,0,0,0,0,0,0,0
492,"wearglas","gestures_adult",NA,0,0,0,0,0,0,0,0,0,0,0
